"Acres","FamilyIncome","FamilyType","NumBedrooms","NumChildren","NumPeople","NumRooms","NumUnits","NumVehicles","NumWorkers","OwnRent","YearBuilt","HouseCosts","ElectricBill","FoodStamp","HeatingFuel","Insurance","Language","Income"
"Sub 1",461400,"Married",5,1,5,9,"Single detached",2,3,"Mortgage","1960-1969",4600,500,"No","Oil",2600,"Other European","Above"
"Sub 1",68700,"Married",3,0,4,6,"Single attached",2,3,"Mortgage","1950-1959",1600,190,"Yes","Gas",980,"English","Below"
"Sub 1",422900,"Married",3,0,2,8,"Single attached",2,2,"Outright","1990-1999",1200,500,"No","Gas",1500,"English","Above"
"Sub 1",33100,"Married",3,0,2,6,"Single detached",2,1,"Mortgage","1960-1969",450,180,"No","Electricity",300,"English","Below"
"Sub 1",163500,"Married",3,0,4,9,"Single detached",4,3,"Mortgage","1980-1989",1800,120,"No","Gas",940,"English","Above"
"Sub 1",104000,"Female Head",3,0,4,6,"Single detached",2,3,"Mortgage","1960-1969",1500,130,"No","Gas",530,"English","Below"
"Sub 1",165000,"Married",3,2,4,6,"Single detached",2,2,"Mortgage","1990-1999",850,150,"No","Oil",2000,"English","Above"
"Sub 1",120400,"Married",4,0,4,8,"Single detached",4,3,"Mortgage","1970-1979",900,80,"No","Gas",700,"English","Below"
"Sub 1",137300,"Married",4,3,5,9,"Single detached",3,2,"Rented","Before 1939",1500,420,"No","Gas",0,"Other European","Below"
"Sub 1",7400,"Female Head",1,0,2,3,"Single attached",0,1,"Rented","1960-1969",800,1,"No","Gas",0,"English","Below"
"Sub 1",230000,"Married",4,2,4,8,"Single detached",2,2,"Mortgage","2000-2004",3000,350,"No","Gas",1000,"English","Above"
"Sub 1",100800,"Married",5,0,5,9,"Single detached",4,3,"Mortgage","1940-1949",260,150,"No","Gas",30,"Spanish","Below"
"Sub 1",34200,"Married",3,0,2,6,"Single attached",0,0,"Mortgage","1960-1969",1900,580,"No","Gas",700,"English","Below"
"Sub 1",82000,"Female Head",3,0,3,7,"Single detached",2,3,"Mortgage","Before 1939",1700,200,"No","Oil",2000,"English","Below"
"Sub 1",597000,"Married",2,3,6,5,"Single attached",2,3,"Mortgage","1970-1979",3700,580,"No","Gas",600,"Spanish","Above"
"1-10",29000,"Married",4,0,3,9,"Single detached",2,1,"Mortgage","1980-1989",680,230,"Yes","Oil",950,"English","Below"
"Sub 1",32000,"Female Head",5,2,4,8,"Single detached",1,1,"Rented","Before 1939",350,200,"No","Gas",0,"English","Below"
"1-10",6990,"Married",5,7,9,7,"Mobile home",1,0,"Rented","1970-1979",500,400,"Yes","Oil",0,"English","Below"
"Sub 1",163000,"Married",3,0,2,11,"Single detached",1,2,"Rented","1940-1949",1300,150,"No","Gas",0,"English","Above"
"10+",104800,"Married",4,1,4,9,"Single detached",4,2,"Mortgage","1990-1999",900,190,"No","Oil",400,"English","Below"
"Sub 1",58500,"Married",3,1,3,5,"Single detached",2,2,"Mortgage","1950-1959",550,90,"No","Gas",0,"English","Below"
"Sub 1",75000,"Married",3,3,5,7,"Single detached",2,1,"Mortgage","1950-1959",3000,250,"No","Gas",1800,"English","Below"
"1-10",79000,"Married",4,2,4,9,"Single detached",2,2,"Mortgage","1940-1949",670,110,"No","Coal",530,"English","Below"
"Sub 1",160400,"Male Head",5,0,4,8,"Single detached",2,2,"Rented","1950-1959",2000,200,"No","Oil",0,"Asian Pacific","Above"
"Sub 1",68000,"Married",3,1,4,6,"Single attached",1,2,"Mortgage","1990-1999",2000,80,"No","Gas",1300,"Other European","Below"
"Sub 1",52500,"Married",5,0,3,10,"Single detached",2,3,"Mortgage","Before 1939",360,60,"No","Gas",420,"English","Below"
"Sub 1",90700,"Married",8,1,4,10,"Single detached",2,2,"Mortgage","1940-1949",1800,300,"No","Oil",1400,"Other European","Below"
"Sub 1",109570,"Married",2,0,3,4,"Single attached",1,3,"Outright","1960-1969",340,120,"No","Gas",1200,"Asian Pacific","Below"
"Sub 1",64000,"Married",3,0,2,6,"Single detached",1,0,"Mortgage","1950-1959",2200,300,"No","Oil",800,"English","Below"
"Sub 1",92400,"Married",4,1,4,8,"Single detached",3,2,"Mortgage","1950-1959",2500,300,"No","Electricity",1200,"Other European","Below"
"10+",89500,"Married",3,0,4,9,"Mobile home",3,3,"Mortgage","2000-2004",1300,200,"No","Wood",400,"English","Below"
"1-10",133000,"Married",3,2,4,7,"Single detached",0,0,"Mortgage","1980-1989",1000,250,"No","Oil",2500,"Other European","Below"
"Sub 1",40000,"Married",0,0,6,1,"Single attached",2,2,"Rented","Before 1939",1200,210,"No","Gas",0,"Other European","Below"
"Sub 1",170000,"Married",3,0,3,9,"Single detached",3,2,"Mortgage","1980-1989",1400,80,"No","Gas",600,"English","Above"
"1-10",120000,"Married",4,3,7,8,"Single detached",2,1,"Mortgage","1970-1979",560,250,"No","Wood",700,"English","Below"
"Sub 1",125000,"Married",3,2,4,7,"Single detached",2,2,"Mortgage","1950-1959",2400,130,"No","Gas",800,"Spanish","Below"
"1-10",49700,"Married",3,0,3,5,"Single detached",2,3,"Mortgage","1940-1949",580,160,"No","Gas",400,"English","Below"
"Sub 1",161000,"Married",3,2,4,7,"Single detached",2,2,"Mortgage","Before 1939",2400,170,"No","Gas",1400,"Other European","Above"
"10+",68130,"Married",3,0,3,9,"Single detached",4,1,"Mortgage","1970-1979",290,180,"No","Oil",400,"English","Below"
"1-10",39800,"Married",4,2,4,8,"Single detached",2,2,"Mortgage","1940-1949",1000,150,"No","Electricity",1000,"Other European","Below"
"Sub 1",12860,"Married",2,2,4,4,"Mobile home",2,0,"Rented","1970-1979",340,130,"Yes","Gas",0,"English","Below"
"Sub 1",152000,"Married",8,4,6,10,"Single detached",3,2,"Mortgage","Before 1939",1400,100,"No","Gas",1200,"English","Above"
"Sub 1",46800,"Married",4,0,5,5,"Single detached",1,3,"Mortgage","1950-1959",2600,80,"No","Gas",1300,"Spanish","Below"
"1-10",144000,"Married",3,2,4,7,"Single detached",3,2,"Mortgage","1970-1979",980,200,"No","Oil",280,"English","Below"
"1-10",89300,"Married",3,0,4,6,"Single detached",4,3,"Mortgage","1970-1979",760,140,"No","Gas",860,"English","Below"
"Sub 1",120000,"Married",3,3,5,4,"Single detached",0,1,"Rented","1960-1969",830,30,"Yes","Gas",0,"English","Below"
"1-10",56600,"Married",3,3,5,8,"Single detached",2,2,"Mortgage","1950-1959",740,170,"No","Oil",500,"English","Below"
"Sub 1",225000,"Married",4,2,4,7,"Single detached",2,2,"Mortgage","1970-1979",2200,110,"No","Oil",2000,"Other European","Above"
"1-10",41600,"Married",3,4,6,6,"Single detached",1,2,"Rented","1990-1999",400,100,"No","Wood",0,"English","Below"
"Sub 1",40800,"Female Head",4,2,6,10,"Single detached",1,1,"Mortgage","1960-1969",820,580,"Yes","Gas",480,"English","Below"
"10+",74800,"Married",4,4,6,8,"Single detached",3,2,"Mortgage","Before 1939",830,180,"Yes","Wood",800,"English","Below"
"Sub 1",158700,"Married",4,0,6,8,"Single detached",4,2,"Mortgage","1940-1949",2000,170,"Yes","Oil",2400,"Spanish","Above"
"10+",540500,"Married",4,4,6,9,"Single detached",3,2,"Mortgage","1990-1999",6500,500,"No","Gas",2400,"English","Above"
"Sub 1",6000,"Female Head",2,0,2,5,"Single detached",0,0,"Mortgage","1950-1959",650,130,"No","Gas",640,"English","Below"
"Sub 1",193100,"Female Head",8,0,3,9,"Single detached",2,2,"Mortgage","1940-1949",750,140,"No","Gas",1200,"Other European","Above"
"Sub 1",90000,"Married",3,4,7,5,"Single detached",1,2,"Rented","1960-1969",1700,1,"No","Gas",0,"Asian Pacific","Below"
"Sub 1",36200,"Married",2,0,2,8,"Single detached",2,1,"Mortgage","1940-1949",1200,130,"No","Gas",1200,"English","Below"
"1-10",74000,"Married",4,2,4,7,"Single detached",2,2,"Mortgage","Before 1939",590,50,"No","Other",0,"English","Below"
"Sub 1",172000,"Female Head",3,1,3,6,"Single detached",2,1,"Mortgage","1960-1969",260,210,"No","Gas",1200,"English","Above"
"Sub 1",55380,"Married",3,0,3,7,"Mobile home",3,3,"Mortgage","1960-1969",150,200,"No","Oil",0,"English","Below"
"Sub 1",59000,"Married",3,0,2,9,"Single detached",2,0,"Mortgage","2000-2004",500,80,"No","Gas",800,"Spanish","Below"
"Sub 1",48500,"Male Head",3,1,3,6,"Single detached",2,1,"Mortgage","1960-1969",980,70,"No","Gas",0,"English","Below"
"Sub 1",67400,"Married",3,1,3,10,"Single detached",3,2,"Mortgage","1950-1959",560,130,"No","Oil",400,"English","Below"
"Sub 1",78000,"Married",4,2,5,6,"Single detached",4,2,"Mortgage","2000-2004",5000,360,"No","Gas",2000,"Other European","Below"
"Sub 1",38500,"Married",2,0,2,5,"Single detached",2,1,"Mortgage","1940-1949",250,90,"No","Gas",0,"English","Below"
"Sub 1",149000,"Married",3,2,4,6,"Single detached",4,3,"Mortgage","Before 1939",2700,130,"No","Gas",2300,"Spanish","Below"
"Sub 1",47804,"Married",2,0,2,5,"Single detached",2,2,"Mortgage","1940-1949",340,100,"No","Oil",300,"English","Below"
"Sub 1",208300,"Married",4,2,5,21,"Single detached",4,3,"Mortgage","2000-2004",2100,40,"No","Gas",1200,"English","Above"
"Sub 1",122320,"Married",4,0,2,9,"Single detached",2,2,"Mortgage","1960-1969",1300,160,"No","Gas",1200,"English","Below"
"Sub 1",136000,"Married",3,0,3,8,"Single detached",3,2,"Mortgage","1950-1959",2100,250,"No","Gas",900,"English","Below"
"10+",556250,"Married",4,0,2,10,"Single detached",2,1,"Mortgage","Before 1939",1800,380,"No","Oil",1700,"English","Above"
"Sub 1",88700,"Married",3,2,5,7,"Single detached",3,3,"Mortgage","1940-1949",860,120,"No","Gas",450,"English","Below"
"Sub 1",48000,"Female Head",3,1,2,5,"Single detached",1,1,"Rented","1950-1959",700,170,"No","Electricity",0,"English","Below"
"Sub 1",52500,"Married",4,0,2,7,"Single detached",1,1,"Mortgage","1940-1949",630,30,"No","Gas",230,"English","Below"
"1-10",670600,"Male Head",3,0,3,4,"Single detached",2,2,"Mortgage","1970-1979",1800,170,"No","Gas",0,"English","Above"
"Sub 1",60000,"Married",2,2,4,4,"Single attached",1,1,"Rented","Before 1939",1700,200,"No","Gas",0,"English","Below"
"1-10",15000,"Male Head",2,1,2,5,"Single detached",1,1,"Rented","Before 1939",440,30,"Yes","Gas",0,"English","Below"
"1-10",166920,"Married",3,0,3,6,"Single detached",3,3,"Mortgage","1970-1979",760,140,"No","Gas",720,"English","Above"
"Sub 1",208000,"Married",5,0,3,9,"Single detached",3,3,"Mortgage","1970-1979",1700,180,"No","Gas",450,"English","Above"
"Sub 1",120040,"Married",3,0,2,6,"Single detached",2,2,"Mortgage","1970-1979",1600,100,"No","Gas",500,"English","Below"
"Sub 1",93000,"Married",3,0,5,6,"Single detached",5,2,"Mortgage","Before 1939",500,190,"No","Gas",1500,"Asian Pacific","Below"
"1-10",50000,"Married",3,0,3,6,"Single detached",2,3,"Mortgage","1970-1979",250,140,"No","Oil",800,"English","Below"
"1-10",30400,"Married",3,0,4,8,"Single detached",2,1,"Mortgage","Before 1939",500,130,"No","Other",1200,"English","Below"
"Sub 1",4800,"Married",2,0,2,4,"Single detached",1,1,"Mortgage","Before 1939",1000,310,"No","Gas",0,"English","Below"
"Sub 1",83200,"Female Head",1,0,3,3,"Single attached",3,3,"Rented","1950-1959",1400,80,"Yes","Gas",0,"Other European","Below"
"Sub 1",165000,"Married",4,1,3,9,"Single detached",3,1,"Mortgage","1970-1979",6500,500,"No","Gas",6600,"English","Above"
"Sub 1",59100,"Female Head",3,0,2,5,"Single attached",2,1,"Mortgage","1970-1979",550,70,"No","Gas",230,"English","Below"
"1-10",36200,"Married",3,4,6,7,"Single attached",1,2,"Rented","1940-1949",850,230,"Yes","Oil",0,"English","Below"
"Sub 1",60000,"Female Head",4,1,2,8,"Single detached",1,1,"Mortgage","1990-1999",1100,60,"No","Gas",800,"English","Below"
"1-10",40000,"Married",2,0,2,6,"Single detached",2,2,"Mortgage","1940-1949",750,100,"No","Wood",350,"English","Below"
"Sub 1",82100,"Married",4,0,2,6,"Single detached",2,1,"Mortgage","1990-1999",550,50,"No","Wood",900,"English","Below"
"Sub 1",12500,"Female Head",2,0,3,5,"Single detached",2,2,"Rented","1940-1949",500,190,"No","Oil",0,"Other European","Below"
"Sub 1",63000,"Married",5,2,4,10,"Single detached",2,2,"Mortgage","Before 1939",410,150,"No","Wood",370,"English","Below"
"Sub 1",271100,"Married",4,0,4,9,"Single detached",4,3,"Mortgage","1960-1969",1600,150,"No","Gas",1100,"English","Above"
"Sub 1",246000,"Married",3,2,4,5,"Single detached",1,2,"Mortgage","Before 1939",2400,120,"No","Gas",2400,"Spanish","Above"
"Sub 1",145000,"Married",2,1,3,5,"Single attached",1,2,"Mortgage","1950-1959",3500,90,"No","Gas",800,"Asian Pacific","Below"
"Sub 1",265000,"Married",4,0,3,8,"Single detached",2,2,"Mortgage","Before 1939",1200,200,"No","Gas",800,"English","Above"
"Sub 1",82400,"Married",3,0,2,7,"Single detached",2,2,"Mortgage","1970-1979",1400,150,"No","Gas",600,"English","Below"
"Sub 1",69200,"Male Head",3,0,3,8,"Single detached",3,1,"Mortgage","Before 1939",400,90,"No","Gas",470,"English","Below"
"Sub 1",51000,"Married",3,0,2,5,"Single detached",2,1,"Mortgage","1970-1979",400,150,"No","Oil",1500,"English","Below"
"Sub 1",27000,"Married",4,4,7,9,"Single detached",3,1,"Mortgage","2006",1400,130,"No","Gas",1200,"Spanish","Below"
"Sub 1",147900,"Married",5,0,5,8,"Single detached",4,3,"Mortgage","1970-1979",2400,300,"No","Oil",1600,"English","Below"
"1-10",110030,"Married",3,0,2,7,"Single detached",2,2,"Mortgage","1970-1979",390,100,"No","Gas",450,"English","Below"
"Sub 1",76400,"Married",3,2,4,6,"Single detached",2,2,"Rented","Before 1939",600,200,"No","Gas",0,"English","Below"
"Sub 1",118000,"Married",3,1,3,5,"Single detached",3,1,"Mortgage","1950-1959",1900,200,"No","Oil",500,"English","Below"
"1-10",143000,"Married",3,0,2,8,"Single detached",3,2,"Mortgage","1970-1979",750,180,"No","Electricity",0,"English","Below"
"1-10",25300,"Female Head",4,2,5,5,"Single detached",3,1,"Mortgage","1990-1999",1600,150,"No","Wood",720,"English","Below"
"1-10",50500,"Married",4,0,3,9,"Single detached",3,1,"Mortgage","1970-1979",1200,60,"No","Wood",980,"English","Below"
"Sub 1",70000,"Married",4,3,5,8,"Single detached",2,1,"Mortgage","2000-2004",6500,200,"No","Gas",6600,"Other European","Below"
"Sub 1",114300,"Married",8,0,5,9,"Single detached",2,2,"Mortgage","1960-1969",2200,320,"No","Oil",1400,"English","Below"
"Sub 1",82000,"Married",4,0,3,9,"Single detached",2,3,"Mortgage","1970-1979",1300,80,"No","Gas",1100,"English","Below"
"Sub 1",89500,"Married",4,2,4,10,"Single detached",2,2,"Mortgage","1950-1959",910,190,"No","Gas",500,"English","Below"
"10+",72700,"Male Head",3,0,2,7,"Single detached",3,1,"Mortgage","1950-1959",790,230,"No","Wood",700,"English","Below"
"Sub 1",98800,"Married",4,2,5,10,"Single detached",4,2,"Mortgage","1970-1979",4200,400,"No","Oil",4400,"English","Below"
"Sub 1",42150,"Married",3,3,6,7,"Single detached",3,3,"Mortgage","Before 1939",510,200,"Yes","Oil",700,"English","Below"
"Sub 1",88100,"Married",3,1,3,5,"Single detached",2,2,"Mortgage","1970-1979",570,170,"No","Gas",330,"Spanish","Below"
"Sub 1",59000,"Female Head",3,1,2,7,"Single detached",1,1,"Mortgage","1950-1959",1100,190,"No","Electricity",410,"English","Below"
"Sub 1",98000,"Married",3,0,2,6,"Single detached",2,2,"Mortgage","1970-1979",1100,120,"No","Oil",500,"English","Below"
"Sub 1",111900,"Married",3,0,2,13,"Single detached",2,1,"Mortgage","Before 1939",950,90,"No","Gas",1400,"English","Below"
"Sub 1",252020,"Married",4,1,6,8,"Single detached",4,3,"Mortgage","Before 1939",2200,140,"No","Gas",2600,"English","Above"
"1-10",25000,"Married",4,1,3,8,"Single detached",2,1,"Mortgage","Before 1939",1200,350,"No","Oil",400,"English","Below"
"Sub 1",101000,"Married",3,0,3,7,"Single detached",3,2,"Mortgage","1950-1959",1100,120,"No","Gas",890,"English","Below"
"Sub 1",39800,"Married",3,0,2,8,"Single detached",2,2,"Mortgage","1940-1949",1700,160,"No","Oil",500,"English","Below"
"1-10",152000,"Married",3,2,4,7,"Single detached",4,2,"Mortgage","1950-1959",1900,490,"No","Electricity",1000,"English","Above"
"Sub 1",106000,"Married",5,3,5,9,"Single detached",2,2,"Mortgage","1990-1999",730,130,"No","Gas",990,"Other European","Below"
"Sub 1",115000,"Married",3,2,4,8,"Single detached",3,2,"Mortgage","Before 1939",1900,400,"No","Oil",1700,"English","Below"
"Sub 1",150000,"Married",3,1,3,6,"Single detached",2,2,"Mortgage","1970-1979",2400,200,"No","Oil",2000,"Other European","Above"
"1-10",141000,"Married",3,1,3,9,"Single detached",2,2,"Mortgage","1980-1989",750,170,"No","Oil",800,"English","Below"
"Sub 1",60500,"Married",3,0,2,8,"Single detached",2,1,"Mortgage","1950-1959",950,120,"No","Gas",650,"English","Below"
"Sub 1",59000,"Female Head",3,0,2,4,"Single detached",2,2,"Mortgage","1970-1979",250,50,"No","Gas",700,"English","Below"
"1-10",85000,"Married",4,2,4,9,"Single detached",2,2,"Mortgage","1980-1989",1600,270,"No","Gas",0,"English","Below"
"1-10",110100,"Married",3,2,4,13,"Single detached",2,3,"Mortgage","1950-1959",2900,120,"No","Oil",1200,"English","Below"
"1-10",95900,"Married",3,0,2,5,"Single detached",2,2,"Mortgage","1990-1999",1200,140,"No","Oil",800,"Other European","Below"
"Sub 1",178000,"Female Head",3,0,2,5,"Single detached",1,1,"Mortgage","Before 1939",4300,270,"No","Gas",1400,"Other European","Above"
"Sub 1",353600,"Married",4,1,6,8,"Single detached",4,3,"Mortgage","1950-1959",3000,150,"No","Gas",2000,"Other European","Above"
"Sub 1",183300,"Female Head",4,0,3,7,"Single attached",3,2,"Mortgage","1970-1979",1800,330,"No","Gas",4700,"English","Above"
"10+",83800,"Married",2,0,2,8,"Single detached",2,2,"Mortgage","1990-1999",1300,100,"No","Gas",800,"English","Below"
"1-10",118814,"Married",3,0,2,7,"Single detached",2,1,"Mortgage","Before 1939",580,90,"No","Oil",400,"English","Below"
"1-10",110000,"Married",3,2,4,7,"Single detached",2,1,"Mortgage","1990-1999",900,100,"No","Oil",1000,"English","Below"
"Sub 1",165000,"Married",4,2,4,7,"Single detached",2,2,"Mortgage","2005",2000,300,"No","Gas",1100,"English","Above"
"Sub 1",120824,"Married",3,0,2,6,"Single detached",2,2,"Mortgage","1960-1969",1400,80,"No","Gas",420,"English","Below"
"Sub 1",26000,"Male Head",2,1,2,5,"Single detached",2,1,"Mortgage","1950-1959",650,50,"No","Gas",320,"English","Below"
"Sub 1",49000,"Married",3,0,2,6,"Single detached",2,1,"Mortgage","Before 1939",400,300,"No","Electricity",450,"English","Below"
"Sub 1",19000,"Female Head",3,0,5,4,"Single attached",1,1,"Mortgage","1980-1989",1600,200,"No","Gas",1500,"English","Below"
"Sub 1",204000,"Married",4,1,3,10,"Single detached",4,2,"Mortgage","2000-2004",120,380,"No","Gas",1800,"Other European","Above"
"Sub 1",170000,"Married",4,4,6,7,"Single detached",2,1,"Mortgage","1990-1999",3000,400,"No","Oil",1000,"English","Above"
"1-10",50200,"Married",3,0,2,6,"Single detached",3,2,"Mortgage","1970-1979",650,90,"No","Gas",480,"English","Below"
"1-10",37600,"Married",3,0,2,6,"Single detached",1,0,"Mortgage","1970-1979",420,180,"No","Oil",450,"English","Below"
"Sub 1",78000,"Married",4,0,2,11,"Single detached",2,1,"Mortgage","Before 1939",520,240,"No","Oil",500,"English","Below"
"Sub 1",115000,"Married",3,2,5,8,"Single detached",5,3,"Mortgage","1950-1959",1400,150,"No","Gas",800,"English","Below"
"Sub 1",225000,"Married",4,0,2,7,"Single detached",2,2,"Mortgage","2010",1700,140,"No","Gas",0,"Other European","Above"
"Sub 1",152100,"Married",3,1,3,8,"Single detached",2,2,"Mortgage","Before 1939",2900,150,"No","Gas",1100,"English","Above"
"Sub 1",43000,"Male Head",2,3,4,4,"Single detached",1,1,"Mortgage","Before 1939",2100,90,"No","Gas",2200,"English","Below"
"Sub 1",98700,"Married",2,1,5,4,"Single attached",0,2,"Rented","1980-1989",1500,80,"No","Gas",0,"Other European","Below"
"1-10",174000,"Married",4,2,4,7,"Single detached",2,2,"Mortgage","1990-1999",1900,270,"No","Gas",1500,"English","Above"
"1-10",105000,"Married",2,0,2,7,"Single detached",2,2,"Mortgage","1980-1989",700,120,"No","Gas",200,"English","Below"
"Sub 1",61000,"Married",5,2,4,8,"Single detached",1,2,"Mortgage","1950-1959",2700,150,"No","Oil",1500,"English","Below"
"Sub 1",680000,"Married",4,2,4,7,"Single detached",2,2,"Mortgage","1970-1979",2000,220,"No","Oil",1000,"English","Above"
"Sub 1",132500,"Married",4,3,5,12,"Single detached",2,2,"Mortgage","Before 1939",3100,150,"No","Wood",1200,"English","Below"
"1-10",84000,"Married",3,0,5,21,"Single detached",4,2,"Mortgage","1960-1969",1400,190,"No","Gas",1000,"English","Below"
"10+",348520,"Married",3,3,5,5,"Single detached",2,2,"Mortgage","1990-1999",870,260,"Yes","Gas",670,"English","Above"
"Sub 1",49700,"Married",2,0,3,5,"Single attached",2,3,"Mortgage","1960-1969",1600,250,"No","Gas",2100,"Spanish","Below"
"Sub 1",40020,"Married",2,0,2,5,"Single detached",2,2,"Mortgage","Before 1939",1200,180,"No","Gas",0,"Other","Below"
"Sub 1",427100,"Married",4,0,5,10,"Single detached",4,3,"Mortgage","Before 1939",4500,400,"No","Gas",4000,"Other European","Above"
"Sub 1",190000,"Married",5,2,4,10,"Single detached",2,2,"Mortgage","1950-1959",2200,400,"No","Oil",1300,"English","Above"
"Sub 1",121200,"Married",4,1,3,7,"Single detached",2,3,"Mortgage","1960-1969",3000,90,"No","Gas",2000,"English","Below"
"Sub 1",203000,"Married",4,0,4,7,"Single detached",4,3,"Mortgage","1990-1999",1600,130,"No","Gas",1000,"English","Above"
"Sub 1",109000,"Female Head",3,2,4,5,"Single attached",1,2,"Rented","1950-1959",1800,60,"No","Gas",0,"English","Below"
"1-10",110000,"Married",3,0,2,8,"Single detached",2,2,"Mortgage","1940-1949",1200,60,"No","Gas",1000,"English","Below"
"Sub 1",74000,"Female Head",3,0,2,5,"Single attached",1,0,"Outright","2000-2004",300,180,"No","Gas",600,"Other European","Below"
"Sub 1",83000,"Married",3,2,4,5,"Single detached",2,2,"Mortgage","Before 1939",3000,200,"No","Oil",340,"English","Below"
"Sub 1",173000,"Married",5,1,7,8,"Single detached",2,3,"Mortgage","Before 1939",2200,220,"No","Gas",1200,"Other European","Above"
"Sub 1",177000,"Married",4,1,4,11,"Single detached",3,3,"Mortgage","1960-1969",2000,180,"No","Gas",1800,"Spanish","Above"
"Sub 1",180000,"Married",4,2,4,12,"Single detached",2,1,"Rented","1990-1999",2500,2,"No","Gas",0,"English","Above"
"Sub 1",348800,"Married",4,0,3,8,"Single detached",5,3,"Mortgage","1960-1969",3500,200,"No","Oil",1000,"English","Above"
"1-10",176000,"Married",4,2,5,8,"Single detached",3,3,"Mortgage","1990-1999",1200,130,"No","Gas",850,"English","Above"
"Sub 1",13000,"Married",3,3,5,5,"Single attached",2,1,"Rented","Before 1939",1200,300,"Yes","Gas",0,"Other","Below"
"Sub 1",132200,"Married",3,0,2,7,"Single detached",2,1,"Mortgage","1960-1969",700,270,"No","Gas",350,"English","Below"
"1-10",182010,"Married",4,0,4,7,"Single detached",5,2,"Mortgage","Before 1939",1600,200,"No","Oil",600,"English","Above"
"Sub 1",56400,"Married",2,1,4,6,"Single attached",1,2,"Rented","1980-1989",1000,150,"No","Gas",0,"Asian Pacific","Below"
"1-10",63000,"Married",4,0,4,7,"Mobile home",5,2,"Mortgage","2000-2004",770,190,"No","Oil",1100,"English","Below"
"Sub 1",105000,"Married",3,0,2,7,"Single detached",2,2,"Mortgage","Before 1939",1300,150,"No","Gas",350,"English","Below"
"Sub 1",111000,"Married",3,2,4,8,"Single detached",2,2,"Mortgage","2008",1800,100,"No","Gas",500,"English","Below"
"Sub 1",28000,"Married",2,0,3,3,"Single detached",1,2,"Rented","1960-1969",1500,110,"No","Gas",0,"Other European","Below"
"Sub 1",38000,"Married",3,0,4,7,"Single detached",1,2,"Rented","1960-1969",1600,300,"No","Gas",0,"English","Below"
"1-10",141000,"Married",4,2,4,10,"Single detached",2,1,"Mortgage","1980-1989",400,200,"No","Gas",800,"English","Below"
"Sub 1",125000,"Male Head",3,0,2,8,"Single detached",2,2,"Rented","Before 1939",1000,130,"No","Oil",0,"English","Below"
"Sub 1",28000,"Married",3,0,4,6,"Single detached",1,2,"Rented","1970-1979",630,580,"No","Gas",0,"Spanish","Below"
"Sub 1",206500,"Married",4,2,4,10,"Single detached",2,2,"Mortgage","1950-1959",3300,200,"No","Gas",2000,"Spanish","Above"
"1-10",87000,"Married",3,0,3,6,"Single detached",3,3,"Mortgage","2009",1200,80,"No","Gas",600,"Spanish","Below"
"Sub 1",11800,"Married",3,1,3,5,"Single detached",1,1,"Rented","1950-1959",800,400,"No","Gas",0,"English","Below"
"Sub 1",146000,"Female Head",3,0,2,6,"Single detached",3,1,"Mortgage","1960-1969",2900,130,"No","Oil",2200,"English","Below"
"Sub 1",72000,"Married",4,0,4,7,"Single detached",4,3,"Mortgage","1970-1979",700,140,"No","Gas",700,"English","Below"
"1-10",32800,"Married",2,0,2,3,"Mobile home",1,2,"Rented","1990-1999",600,90,"No","Gas",0,"English","Below"
"1-10",67000,"Male Head",3,1,2,6,"Single detached",3,1,"Mortgage","Before 1939",500,80,"No","Oil",500,"English","Below"
"Sub 1",106900,"Married",4,0,2,6,"Single detached",2,0,"Mortgage","1950-1959",2200,100,"No","Oil",1400,"Other","Below"
"1-10",17000,"Married",5,0,2,7,"Single detached",0,0,"Rented","Before 1939",580,190,"Yes","Electricity",0,"English","Below"
"Sub 1",32400,"Female Head",3,1,3,6,"Single detached",1,0,"Mortgage","1960-1969",2300,130,"No","Oil",1500,"English","Below"
"10+",37200,"Married",2,0,2,6,"Single detached",2,0,"Mortgage","Before 1939",40,180,"No","Oil",720,"English","Below"
"Sub 1",85100,"Married",3,1,3,4,"Single detached",2,1,"Mortgage","2000-2004",1600,150,"No","Oil",1200,"English","Below"
"Sub 1",89000,"Married",3,4,7,7,"Single detached",1,3,"Mortgage","Before 1939",3600,100,"No","Gas",1600,"English","Below"
"Sub 1",154000,"Married",3,0,2,7,"Single detached",2,2,"Mortgage","1980-1989",1900,230,"No","Gas",670,"English","Above"
"Sub 1",91400,"Married",3,0,2,11,"Single detached",2,0,"Mortgage","1970-1979",700,100,"No","Gas",300,"English","Below"
"Sub 1",88000,"Married",3,2,4,7,"Single detached",2,2,"Mortgage","1940-1949",2400,250,"No","Oil",1200,"English","Below"
"Sub 1",122100,"Married",3,0,3,8,"Single detached",3,3,"Mortgage","Before 1939",850,130,"No","Gas",600,"English","Below"
"Sub 1",65000,"Female Head",3,0,3,6,"Single attached",3,2,"Mortgage","1990-1999",2400,400,"No","Gas",1000,"English","Below"
"Sub 1",100000,"Married",3,0,2,8,"Single detached",2,2,"Mortgage","Before 1939",940,70,"No","Oil",800,"English","Below"
"Sub 1",226700,"Married",4,0,3,12,"Single detached",4,3,"Mortgage","1950-1959",880,240,"No","Gas",1000,"English","Above"
"Sub 1",76810,"Married",3,0,3,5,"Single detached",3,2,"Mortgage","Before 1939",790,100,"No","Gas",400,"English","Below"
